episode,p1_wins,p2_wins,draws,avg_game_length,epsilon,loss,q_value_mean,rolling_p1_wr,rolling_p2_wr,rolling_draw_wr,rolling_game_length,rolling_loss
209,1,0,0,43,0.535294682013981,0.0,0.01555872679902957,38.0,62.0,0.0,34.8,0.005404854565858841
210,0,1,0,54,0.5336887979679391,0.020500991493463516,0.06094794914774273,36.0,64.0,0.0,35.28,0.005026920512318611
211,0,1,0,22,0.5320877315740353,0.0,0.04054745435714722,34.0,66.0,0.0,35.34,0.005026920512318611
212,1,0,0,6,0.5304914683793133,0.0,0.007736176252365112,36.0,64.0,0.0,35.02,0.005026920512318611
213,0,1,0,40,0.5288999939741753,0.0,0.06086015095934272,36.0,64.0,0.0,35.04,0.005026920512318611
214,1,0,0,37,0.5273132939922528,0.0,0.02312909574671225,38.0,62.0,0.0,35.26,0.005026920512318611
215,0,1,0,16,0.525731354110276,0.020900078117847443,0.04971624098040841,36.0,64.0,0.0,35.34,0.005165892317891121
216,0,1,0,46,0.5241541600479452,0.0,0.10210410732290019,36.0,64.0,0.0,35.64,0.005165892317891121
217,1,0,0,19,0.5225816975678014,0.0,0.060869907694203515,38.0,62.0,0.0,35.42,0.005165892317891121
218,0,1,0,15,0.521013952475098,0.0,0.06968493908643722,38.0,62.0,0.0,35.26,0.005165892317891121
219,0,1,0,38,0.5194509106176727,0.0,0.09707457215889641,36.0,64.0,0.0,35.54,0.005165892317891121
220,0,1,0,13,0.5178925578858197,0.011798940598964691,0.07928332520855798,34.0,66.0,0.0,34.34,0.004605493023991585
